id,industria,sector
2098,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
2099,Blank Checks,Finance
2100,Blank Checks,Finance
2101,EDP Services,Technology
2102,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
2103,Plastic Products,Industrials
2104,,
2105,Metal Fabrications,Industrials
2106,Investment Managers,Finance
2107,Specialty Foods,Consumer Discretionary
2108,Oil & Gas Production,Energy
2109,Real Estate Investment Trusts,Real Estate
2110,Retail: Computer Software & Peripheral Equipment,Technology
2111,Retail: Computer Software & Peripheral Equipment,Technology
2112,EDP Services,Technology
2113,Miscellaneous manufacturing industries,Consumer Discretionary
2114,,
2115,Real Estate,Finance
2116,Medicinal Chemicals and Botanical Products,Health Care
2117,Computer Software: Prepackaged Software,Technology
2118,,
2119,Forest Products,Basic Materials
2120,Auto Parts:O.E.M.,Consumer Discretionary
2121,Building operators,Real Estate
2122,Industrial Machinery/Components,Industrials
2123,Industrial Specialties,Industrials
2124,EDP Services,Technology
2125,Computer Software: Programming Data Processing,Technology
2126,Blank Checks,Finance
2127,Blank Checks,Finance
2128,Trusts Except Educational Religious and Charitable,Finance
2129,Electronic Components,Consumer Discretionary
2130,Retail: Computer Software & Peripheral Equipment,Technology
2131,Food Distributors,Consumer Discretionary
2132,Semiconductors,Technology
2133,Advertising,Consumer Discretionary
2134,Advertising,Consumer Discretionary
2135,Precious Metals,Basic Materials
2136,Real Estate Investment Trusts,Real Estate
2137,,
2138,Restaurants,Consumer Discretionary
2139,Medical/Dental Instruments,Health Care
2140,Biotechnology: Pharmaceutical Preparations,Health Care
2141,Biotechnology: Pharmaceutical Preparations,Health Care
2142,Metal Fabrications,Industrials
2143,Biotechnology: Pharmaceutical Preparations,Health Care
2144,Military/Government/Technical,Industrials
2145,Biotechnology: Pharmaceutical Preparations,Health Care
2146,Medical/Dental Instruments,Health Care
2147,Computer Software: Prepackaged Software,Technology
2148,Pharmaceuticals and Biotechnology,Health Care
2149,,
2150,Consumer Electronics/Appliances,Industrials
2151,Specialty Chemicals,Consumer Discretionary
2152,Biotechnology: Pharmaceutical Preparations,Health Care
2153,Industrial Machinery/Components,Industrials
2154,,
2155,,
2156,Trusts Except Educational Religious and Charitable,Finance
2157,Investment Managers,Finance
2158,EDP Services,Technology
2159,,
2160,Finance Companies,Finance
2161,Plastic Products,Industrials
2162,Marine Transportation,Consumer Discretionary
2163,,
2164,EDP Services,Technology
2165,Electric Utilities: Central,Utilities
2166,Diversified Commercial Services,Miscellaneous
2167,Electric Utilities: Central,Utilities
2168,Investment Managers,Finance
2169,Electric Utilities: Central,Utilities
2170,Biotechnology: Pharmaceutical Preparations,Health Care
2171,Oil & Gas Production,Utilities
2172,Consumer Electronics/Appliances,Industrials
2173,Consumer Electronics/Appliances,Industrials
2174,Retail: Computer Software & Peripheral Equipment,Technology
2175,EDP Services,Technology
2176,Electric Utilities: Central,Utilities
2177,Other Pharmaceuticals,Miscellaneous
2178,Railroads,Industrials
2179,,
2180,Railroads,Industrials
2181,Consumer Electronics/Appliances,Industrials
2182,Consumer Electronics/Appliances,Industrials
2183,Consumer Electronics/Appliances,Industrials
2184,Computer Software: Programming Data Processing,Technology
2185,Computer Software: Prepackaged Software,Technology
2186,Computer Software: Prepackaged Software,Technology
2187,Computer Software: Prepackaged Software,Technology
2188,Medical/Nursing Services,Health Care
2189,Biotechnology: Pharmaceutical Preparations,Health Care
2190,Oil & Gas Production,Energy
2191,Consumer Electronics/Appliances,Industrials
2192,Consumer Electronics/Appliances,Industrials
2193,Consumer Electronics/Appliances,Industrials
2194,Oil & Gas Production,Energy
2195,Real Estate Investment Trusts,Real Estate
2196,,
2197,EDP Services,Technology
2198,Medical/Dental Instruments,Health Care
2199,Apparel,Consumer Discretionary
2200,Clothing/Shoe/Accessory Stores,Consumer Discretionary
2201,Industrial Machinery/Components,Industrials
2202,Medical/Dental Instruments,Health Care
2203,Home Furnishings,Consumer Discretionary
2204,Water Sewer Pipeline Comm & Power Line Construction,Industrials
2205,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
2206,Medicinal Chemicals and Botanical Products,Health Care
2207,Medical/Dental Instruments,Health Care
2208,Telecommunications Equipment,Utilities
2209,Oil & Gas Production,Energy
2210,Recreational Games/Products/Toys,Consumer Discretionary
2211,Consumer Electronics/Appliances,Industrials
2212,Consumer Electronics/Appliances,Industrials
2213,Finance/Investors Services,Finance
2214,Metal Fabrications,Consumer Discretionary
2215,,
2216,Medical Specialities,Health Care
2217,Real Estate Investment Trusts,Real Estate
2218,Beverages (Production/Distribution),Consumer Staples
2219,Restaurants,Consumer Discretionary
2220,EDP Services,Technology
2221,Catalog/Specialty Distribution,Consumer Discretionary
2222,Major Banks,Finance
2223,Services-Misc. Amusement & Recreation,Consumer Discretionary
2224,Office Equipment/Supplies/Services,Consumer Discretionary
2225,EDP Services,Technology
2226,Savings Institutions,Finance
2227,Semiconductors,Technology
2228,Electric Utilities: Central,Utilities
2229,Biotechnology: Pharmaceutical Preparations,Health Care
2230,Major Banks,Finance
2231,Oil & Gas Production,Energy
2232,Trusts Except Educational Religious and Charitable,Finance
2233,Banks,Finance
2234,Trusts Except Educational Religious and Charitable,Finance
2235,,
2236,Trusts Except Educational Religious and Charitable,Finance
2237,Trusts Except Educational Religious and Charitable,Finance
2238,Trusts Except Educational Religious and Charitable,Finance
2239,Trusts Except Educational Religious and Charitable,Finance
2240,Finance/Investors Services,Finance
2241,,
2242,Package Goods/Cosmetics,Consumer Discretionary
2243,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
2244,,
2245,Major Chemicals,Industrials
2246,,
2247,,
2248,Power Generation,Utilities
2249,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
2250,Agricultural Chemicals,Industrials
2251,Agricultural Chemicals,Industrials
2252,Finance Companies,Finance
2253,Investment Managers,Finance
2254,Finance Companies,Finance
2255,Biotechnology: Pharmaceutical Preparations,Health Care
2256,Electric Utilities: Central,Utilities
2257,Movies/Entertainment,Consumer Discretionary
2258,Marine Transportation,Consumer Discretionary
2259,Biotechnology: Pharmaceutical Preparations,Health Care
2260,Educational Services,Consumer Discretionary
2261,Consumer Electronics/Appliances,Industrials
2262,Consumer Electronics/Appliances,Industrials
2263,Other Consumer Services,Consumer Discretionary
2264,Books,Consumer Discretionary
2265,Power Generation,Utilities
2266,Trusts Except Educational Religious and Charitable,Finance
2267,EDP Services,Technology
2268,Educational Services,Consumer Discretionary
2269,Advertising,Consumer Discretionary
2270,Real Estate Investment Trusts,Real Estate
2271,,
2272,,
2273,,
2274,Consumer Electronics/Appliances,Industrials
2275,Blank Checks,Finance
2276,Building Products,Consumer Discretionary
2277,Trusts Except Educational Religious and Charitable,Finance
2278,Major Banks,Finance
2279,Major Banks,Finance
2280,Consumer Electronics/Appliances,Industrials
2281,Finance Companies,Finance
2282,Biotechnology: Pharmaceutical Preparations,Health Care
2283,Biotechnology: Pharmaceutical Preparations,Health Care
2284,Advertising,Finance
2285,Meat/Poultry/Fish,Consumer Staples
2286,Computer Software: Prepackaged Software,Technology
2287,Major Banks,Finance
2288,Trusts Except Educational Religious and Charitable,Finance
2289,Consumer Electronics/Appliances,Industrials
2290,EDP Services,Technology
2291,Interactive Media,Technology
2292,Marine Transportation,Consumer Discretionary
2293,Other Pharmaceuticals,Miscellaneous
2294,Precious Metals,Basic Materials
2295,Real Estate Investment Trusts,Real Estate
2296,Biotechnology: Pharmaceutical Preparations,Health Care
2297,Oil & Gas Production,Energy
2298,Air Freight/Delivery Services,Consumer Discretionary
2299,Hospital/Nursing Management,Health Care
2300,Medical Specialities,Health Care
2301,Investment Managers,Finance
2302,Specialty Insurers,Finance
2303,Finance/Investors Services,Finance
2304,Finance/Investors Services,Finance
2305,Property-Casualty Insurers,Finance
2306,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
2307,Finance/Investors Services,Finance
2308,Electric Utilities: Central,Utilities
2309,Other Consumer Services,Consumer Discretionary
2310,Medical/Dental Instruments,Health Care
2311,Package Goods/Cosmetics,Consumer Discretionary
2312,Consumer Specialties,Consumer Discretionary
2313,Biotechnology: Pharmaceutical Preparations,Health Care
2314,Industrial Machinery/Components,Miscellaneous
2315,,
2316,Biotechnology: Pharmaceutical Preparations,Health Care
2317,Biotechnology: Pharmaceutical Preparations,Health Care
2318,Package Goods/Cosmetics,Consumer Discretionary
2319,Electric Utilities: Central,Utilities
2320,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
2321,Real Estate Investment Trusts,Real Estate
2322,Biotechnology: Pharmaceutical Preparations,Health Care
2323,Electric Utilities: Central,Utilities
2324,Real Estate Investment Trusts,Real Estate
2325,Industrial Machinery/Components,Industrials
2326,Electrical Products,Technology
2327,Medical Specialities,Health Care
2328,Biotechnology: Pharmaceutical Preparations,Health Care
2329,Biotechnology: Pharmaceutical Preparations,Health Care
2330,Movies/Entertainment,Consumer Discretionary
2331,Other Consumer Services,Consumer Discretionary
2332,Industrial Machinery/Components,Technology
2333,Medical/Dental Instruments,Health Care
2334,Computer Software: Prepackaged Software,Technology
2335,Computer Software: Prepackaged Software,Technology
2336,Blank Checks,Finance
2337,Blank Checks,Finance
2338,Finance/Investors Services,Finance
2339,Engineering & Construction,Industrials
2340,Finance/Investors Services,Finance
2341,Semiconductors,Technology
2342,Industrial Specialties,Industrials
2343,Consumer Electronics/Appliances,Industrials
2344,Consumer Electronics/Appliances,Industrials
2345,Consumer Electronics/Appliances,Industrials
2346,Major Chemicals,Industrials
2347,Investment Managers,Finance
2348,,
2349,Industrial Machinery/Components,Industrials
2350,,
2351,Natural Gas Distribution,Energy
2352,Industrial Machinery/Components,Energy
2353,Consumer Electronics/Appliances,Industrials
2354,Blank Checks,Finance
2355,Consumer Electronics/Appliances,Industrials
2356,Computer Software: Prepackaged Software,Technology
2357,Military/Government/Technical,Consumer Discretionary
2358,Electric Utilities: Central,Utilities
2359,Power Generation,Utilities
2360,Natural Gas Distribution,Utilities
2361,,
2362,Biotechnology: Pharmaceutical Preparations,Health Care
2363,,
2364,Biotechnology: Pharmaceutical Preparations,Health Care
2365,Fluid Controls,Industrials
2366,Electrical Products,Technology
2367,Metal Fabrications,Industrials
2368,Telecommunications Equipment,Consumer Discretionary
2369,Biotechnology: Pharmaceutical Preparations,Health Care
2370,Hospital/Nursing Management,Health Care
2371,Oilfield Services/Equipment,Energy
2372,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
2373,Blank Checks,Finance
2374,Blank Checks,Finance
2375,Blank Checks,Finance
2376,Semiconductors,Technology
2377,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
2378,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
2379,EDP Services,Technology
2380,Finance: Consumer Services,Finance
2381,Biotechnology: Pharmaceutical Preparations,Health Care
2382,Industrial Machinery/Components,Industrials
2383,Finance/Investors Services,Finance
2384,Medical Specialities,Health Care
2385,Blank Checks,Finance
2386,Investment Managers,Finance
2387,Oil & Gas Production,Energy
2388,Finance/Investors Services,Finance
2389,Medicinal Chemicals and Botanical Products,Health Care
2390,Trusts Except Educational Religious and Charitable,Finance
2391,Industrial Machinery/Components,Miscellaneous
2392,Industrial Machinery/Components,Miscellaneous
2393,Trusts Except Educational Religious and Charitable,Finance
2394,Oil & Gas Production,Energy
2395,,
2396,Industrial Machinery/Components,Industrials
2397,EDP Services,Technology
2398,Package Goods/Cosmetics,Consumer Discretionary
2399,Natural Gas Distribution,Utilities
2400,Pharmaceuticals and Biotechnology,Health Care
2401,Oil & Gas Production,Energy
2402,Business Services,Consumer Discretionary
2403,Real Estate Investment Trusts,Real Estate
2404,,
2405,,
2406,,
2407,Real Estate Investment Trusts,Real Estate
2408,,
2409,Biotechnology: Pharmaceutical Preparations,Health Care
2410,Finance: Consumer Services,Finance
2411,Real Estate Investment Trusts,Real Estate
2412,,
2413,,
2414,,
2415,,
2416,Real Estate Investment Trusts,Real Estate
2417,Integrated oil Companies,Energy
2418,Real Estate Investment Trusts,Real Estate
2419,Biotechnology: Pharmaceutical Preparations,Health Care
2420,Biotechnology: Pharmaceutical Preparations,Health Care
2421,Finance/Investors Services,Finance
2422,Oil & Gas Production,Energy
2423,Precious Metals,Basic Materials
2424,Biotechnology: Pharmaceutical Preparations,Health Care
2425,Finance/Investors Services,Finance
2426,Consumer Electronics/Appliances,Industrials
2427,Consumer Electronics/Appliances,Industrials
2428,Oil & Gas Production,Energy
2429,Finance/Investors Services,Finance
2430,Computer Software: Prepackaged Software,Technology
2431,Specialty Insurers,Finance
2432,Industrial Machinery/Components,Technology
2433,Aerospace,Industrials
2434,Biotechnology: Pharmaceutical Preparations,Health Care
2435,,
2436,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
2437,Electric Utilities: Central,Utilities
2438,Office Equipment/Supplies/Services,Industrials
2439,Blank Checks,Finance
2440,Blank Checks,Finance
2441,Recreational Games/Products/Toys,Consumer Discretionary
2442,Telecommunications Equipment,Telecommunications
2443,Marine Transportation,Consumer Discretionary
2444,Property-Casualty Insurers,Finance
2445,Property-Casualty Insurers,Finance
2446,Property-Casualty Insurers,Finance
2447,Industrial Specialties,Industrials
2448,Military/Government/Technical,Industrials
2449,EDP Services,Technology
2450,Property-Casualty Insurers,Finance
2451,Water Sewer Pipeline Comm & Power Line Construction,Industrials
2452,Industrial Machinery/Components,Technology
2453,Biotechnology: Pharmaceutical Preparations,Health Care
2454,Commercial Banks,Finance
2455,Real Estate Investment Trusts,Real Estate
2456,Real Estate Investment Trusts,Real Estate
2457,Banks,Finance
2458,Industrial Specialties,Health Care
2459,Computer Software: Prepackaged Software,Technology
2460,Oil & Gas Production,Energy
2461,Natural Gas Distribution,Utilities
2462,,
2463,,
2464,,
2465,Blank Checks,Finance
2466,Trusts Except Educational Religious and Charitable,Finance
2467,Home Furnishings,Consumer Discretionary
2468,Investment Managers,Finance
2469,,
2470,Finance Companies,Finance
2471,Industrial Machinery/Components,Industrials
2472,Biotechnology: Pharmaceutical Preparations,Health Care
2473,Investment Managers,Finance
2474,Biotechnology: Pharmaceutical Preparations,Health Care
2475,Blank Checks,Finance
2476,Oilfield Services/Equipment,Energy
2477,Catalog/Specialty Distribution,Consumer Discretionary
2478,Investment Managers,Finance
2479,Investment Managers,Finance
2480,Computer Software: Prepackaged Software,Technology
2481,Investment Managers,Finance
2482,Finance Companies,Finance
2483,Other Metals and Minerals,Basic Materials
2484,Blank Checks,Finance
2485,,
2486,Marine Transportation,Consumer Discretionary
2487,,
2488,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
2489,Retail: Computer Software & Peripheral Equipment,Technology
2490,Major Banks,Finance
2491,Broadcasting,Industrials
2492,EDP Services,Technology
2493,Blank Checks,Finance
2494,EDP Services,Technology
2495,Aerospace,Industrials
2496,Trusts Except Educational Religious and Charitable,Finance
2497,Investment Managers,Finance
2498,Agricultural Chemicals,Industrials
2499,Catalog/Specialty Distribution,Consumer Discretionary
2500,Catalog/Specialty Distribution,Consumer Discretionary
2501,Blank Checks,Finance
2502,Blank Checks,Finance
2503,Blank Checks,Finance
2504,Managed Health Care,Health Care
2505,Industrial Machinery/Components,Industrials
2506,Medicinal Chemicals and Botanical Products,Health Care
2507,Security Systems Services,Technology
2508,Security Systems Services,Technology
2509,Finance/Investors Services,Finance
2510,Investment Managers,Finance
2511,Biotechnology: Pharmaceutical Preparations,Health Care
2512,Consumer Electronics/Appliances,Industrials
2513,Consumer Electronics/Appliances,Industrials
2514,Consumer Electronics/Appliances,Industrials
2515,Biotechnology: Pharmaceutical Preparations,Health Care
2516,Investment Managers,Finance
2517,Power Generation,Utilities
2518,Recreational Games/Products/Toys,Consumer Discretionary
2519,Finance Companies,Finance
2520,EDP Services,Technology
2521,Aerospace,Industrials
2522,Auto Manufacturing,Consumer Discretionary
2523,Finance/Investors Services,Finance
2524,Industrial Specialties,Health Care
2525,Commercial Banks,Finance
2526,Package Goods/Cosmetics,Consumer Discretionary
2527,Biotechnology: Pharmaceutical Preparations,Health Care
2528,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
2529,Biotechnology: Commercial Physical & Biological Resarch,Health Care
2530,Power Generation,Utilities
2531,Biotechnology: Commercial Physical & Biological Resarch,Health Care
2532,Computer Software: Prepackaged Software,Technology
2533,Finance Companies,Finance
2534,Precious Metals,Basic Materials
2535,Retail: Computer Software & Peripheral Equipment,Technology
2536,Building Materials,Industrials
2537,Oil Refining/Marketing,Consumer Discretionary
2538,Other Consumer Services,Consumer Discretionary
2539,Real Estate,Finance
2540,Professional Services,Consumer Discretionary
2541,,
2542,Real Estate Investment Trusts,Real Estate
2543,Telecommunications Equipment,Telecommunications
2544,Ophthalmic Goods,Health Care
2545,Biotechnology: Pharmaceutical Preparations,Health Care
2546,Biotechnology: Pharmaceutical Preparations,Health Care
2547,EDP Services,Technology
2548,Motor Vehicles,Consumer Discretionary
2549,Diversified Commercial Services,Miscellaneous
2550,Auto Manufacturing,Consumer Discretionary
2551,,
2552,,
2553,,
2554,Business Services,Consumer Discretionary
2555,Blank Checks,Finance
2556,Specialty Insurers,Finance
2557,Finance/Investors Services,Finance
2558,Packaged Foods,Consumer Staples
2559,Oil & Gas Production,Energy
2560,Specialty Insurers,Finance
2561,Specialty Foods,Consumer Staples
2562,Industrial Machinery/Components,Industrials
2563,Construction Materials,Basic Materials
2564,Restaurants,Consumer Discretionary
2565,Restaurants,Consumer Discretionary
2566,Restaurants,Consumer Discretionary
2567,Restaurants,Consumer Discretionary
2568,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
2569,Computer peripheral equipment,Technology
2570,Restaurants,Consumer Discretionary
2571,Restaurants,Consumer Discretionary
2572,Restaurants,Consumer Discretionary
2573,Investment Managers,Finance
2574,Industrial Machinery/Components,Industrials
2575,Industrial Machinery/Components,Industrials
2576,Building Products,Consumer Discretionary
2577,Biotechnology: Pharmaceutical Preparations,Health Care
2578,Biotechnology: Pharmaceutical Preparations,Health Care
2579,Major Banks,Finance
2580,Major Banks,Finance
2581,Major Banks,Finance
2582,Major Banks,Finance
2583,Major Banks,Finance
2584,Real Estate Investment Trusts,Real Estate
2585,,
2586,Biotechnology: Pharmaceutical Preparations,Health Care
2587,Professional Services,Consumer Discretionary
2588,Savings Institutions,Finance
2589,Major Banks,Finance
2590,Major Banks,Finance
2591,Electric Utilities: Central,Utilities
2592,Major Banks,Finance
2593,Diversified Commercial Services,Miscellaneous
2594,Professional Services,Consumer Discretionary
2595,Major Banks,Finance
2596,Major Banks,Finance
2597,Major Banks,Finance
2598,Investment Managers,Finance
2599,Real Estate Investment Trusts,Real Estate
2600,Finance/Investors Services,Finance
2601,Finance Companies,Finance
2602,Industrial Machinery/Components,Industrials
2603,Metal Mining,Basic Materials
2604,Major Banks,Finance
2605,Trusts Except Educational Religious and Charitable,Finance
2606,Biotechnology: Pharmaceutical Preparations,Health Care
2607,Farming/Seeds/Milling,Consumer Staples
2608,Advertising,Finance
2609,Finance/Investors Services,Finance
2610,Air Freight/Delivery Services,Consumer Discretionary
2611,Electric Utilities: Central,Utilities
2612,Major Chemicals,Industrials
2613,Educational Services,Consumer Discretionary
2614,Finance/Investors Services,Finance
2615,Electrical Products,Industrials
2616,Metal Fabrications,Consumer Discretionary
2617,Medical/Dental Instruments,Health Care
2618,Finance/Investors Services,Finance
2619,Pharmaceuticals and Biotechnology,Health Care
2620,Broadcasting,Industrials
2621,Industrial Machinery/Components,Consumer Discretionary
2622,Metal Fabrications,Industrials
2623,Consumer Electronics/Appliances,Industrials
2624,Blank Checks,Finance
2625,Consumer Electronics/Appliances,Industrials
2626,Major Chemicals,Industrials
2627,Investment Managers,Finance
2628,Major Banks,Finance
2629,Trusts Except Educational Religious and Charitable,Finance
2630,Major Banks,Finance
2631,Auto Manufacturing,Consumer Discretionary
2632,Auto Manufacturing,Consumer Discretionary
2633,Major Banks,Finance
2634,EDP Services,Technology
2635,Banks,Finance
2636,Major Banks,Finance
2637,Life Insurance,Finance
2638,Finance/Investors Services,Finance
2639,Major Banks,Finance
2640,Major Banks,Finance
2641,Biotechnology: Pharmaceutical Preparations,Health Care
2642,Property-Casualty Insurers,Finance
2643,Property-Casualty Insurers,Finance
2644,Industrial Machinery/Components,Consumer Discretionary
2645,Finance Companies,Finance
2646,Consumer Electronics/Appliances,Industrials
2647,Consumer Electronics/Appliances,Industrials
2648,Major Banks,Finance
2649,Investment Managers,Finance
2650,Consumer Electronics/Appliances,Industrials
2651,Major Banks,Finance
2652,,
2653,,
2654,,
2655,,
2656,,
2657,Medicinal Chemicals and Botanical Products,Health Care
2658,Consumer Electronics/Appliances,Industrials
2659,Consumer Electronics/Appliances,Industrials
2660,Consumer Electronics/Appliances,Industrials
2661,Major Banks,Finance
2662,Computer Software: Prepackaged Software,Technology
2663,Blank Checks,Finance
2664,Blank Checks,Finance
2665,Blank Checks,Finance
2666,Finance/Investors Services,Finance
2667,Medical Specialities,Consumer Discretionary
2668,Finance/Investors Services,Finance
2669,Finance: Consumer Services,Finance
2670,Commercial Banks,Finance
2671,Consumer Electronics/Appliances,Industrials
2672,Business Services,Consumer Discretionary
2673,Major Banks,Finance
2674,Business Services,Consumer Discretionary
2675,Major Banks,Finance
2676,Major Banks,Finance
2677,Major Banks,Finance
2678,Major Banks,Finance
2679,Department/Specialty Retail Stores,Consumer Discretionary
2680,EDP Services,Technology
2681,Engineering & Construction,Industrials
2682,Biotechnology: Pharmaceutical Preparations,Health Care
2683,Beverages (Production/Distribution),Consumer Staples
2684,Telecommunications Equipment,Utilities
2685,Clothing/Shoe/Accessory Stores,Consumer Discretionary
2686,Consumer Electronics/Appliances,Industrials
2687,Trusts Except Educational Religious and Charitable,Finance
2688,Electrical Products,Technology
2689,Consumer Electronics/Appliances,Industrials
2690,Consumer Electronics/Appliances,Industrials
2691,Pharmaceuticals and Biotechnology,Health Care
2692,Medical Specialities,Health Care
2693,Major Banks,Finance
2694,Real Estate,Finance
2695,Movies/Entertainment,Consumer Discretionary
2696,Consumer Electronics/Appliances,Industrials
2697,Power Generation,Utilities
2698,Marine Transportation,Consumer Discretionary
2699,EDP Services,Consumer Discretionary
2700,Farming/Seeds/Milling,Consumer Staples
2701,Oilfield Services/Equipment,Industrials
2702,Fluid Controls,Industrials
2703,EDP Services,Technology
2704,Electrical Products,Industrials
2705,Catalog/Specialty Distribution,Consumer Discretionary
2706,Home Furnishings,Consumer Discretionary
2707,Computer Software: Prepackaged Software,Technology
2708,Savings Institutions,Finance
2709,Major Banks,Finance
2710,Agricultural Chemicals,Industrials
2711,Consumer Electronics/Appliances,Industrials
2712,Consumer Electronics/Appliances,Industrials
2713,Investment Managers,Finance
2714,Major Banks,Finance
2715,Medical/Nursing Services,Health Care
2716,Beverages (Production/Distribution),Consumer Staples
2717,Finance/Investors Services,Finance
2718,Telecommunications Equipment,Utilities
2719,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
2720,Major Banks,Finance
2721,,
2722,Major Banks,Finance
2723,Biotechnology: Pharmaceutical Preparations,Health Care
2724,RETAIL: Building Materials,Consumer Discretionary
2725,Specialty Insurers,Finance
2726,Telecommunications Equipment,Consumer Discretionary
2727,Recreational Games/Products/Toys,Consumer Discretionary
2728,Major Banks,Finance
2729,Precious Metals,Basic Materials
2730,Blank Checks,Finance
2731,Blank Checks,Finance
2732,Banks,Finance
2733,Savings Institutions,Finance
2734,Finance Companies,Finance
2735,Investment Managers,Finance
2736,Finance/Investors Services,Finance
2737,Biotechnology: Pharmaceutical Preparations,Health Care
2738,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
2739,Real Estate,Finance
2740,Computer Software: Prepackaged Software,Technology
2741,,
2742,Computer Software: Prepackaged Software,Technology
2743,Consumer Electronics/Appliances,Industrials
2744,Semiconductors,Technology
2745,EDP Services,Consumer Discretionary
2746,EDP Services,Technology
2747,Consumer Specialties,Consumer Discretionary
2748,Consumer Specialties,Consumer Discretionary
2749,EDP Services,Technology
2750,Broadcasting,Industrials
2751,Broadcasting,Industrials
2752,Auto Parts:O.E.M.,Consumer Discretionary
2753,Retail: Computer Software & Peripheral Equipment,Technology
2754,Consumer Electronics/Video Chains,Consumer Discretionary
2755,Trusts Except Educational Religious and Charitable,Finance
2756,Real Estate,Real Estate
2757,Real Estate Investment Trusts,Real Estate
2758,Trusts Except Educational Religious and Charitable,Finance
2759,Real Estate Investment Trusts,Real Estate
2760,Investment Bankers/Brokers/Service,Finance
2761,Major Banks,Finance
2762,Major Banks,Finance
2763,Major Banks,Finance
2764,Blank Checks,Finance
2765,Blank Checks,Finance
2766,Blank Checks,Finance
2767,Steel/Iron Ore,Industrials
2768,Home Furnishings,Miscellaneous
2769,Home Furnishings,Miscellaneous
2770,Biotechnology: Pharmaceutical Preparations,Health Care
2771,Industrial Machinery/Components,Miscellaneous
2772,Diversified Commercial Services,Miscellaneous
2773,Diversified Commercial Services,Miscellaneous
2774,Computer Software: Prepackaged Software,Technology
2775,Restaurants,Consumer Discretionary
2776,Professional Services,Consumer Discretionary
2777,Investment Bankers/Brokers/Service,Finance
2778,Consumer Electronics/Appliances,Industrials
2779,Consumer Electronics/Appliances,Industrials
2780,Consumer Electronics/Appliances,Industrials
2781,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
2782,Major Banks,Finance
2783,Major Banks,Finance
2784,,
2785,Computer Software: Prepackaged Software,Technology
2786,Real Estate,Finance
2787,,
2788,EDP Services,Technology
2789,Major Banks,Finance
2790,Computer Software: Prepackaged Software,Technology
2791,Real Estate Investment Trusts,Real Estate
2792,,
2793,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
2794,Consumer Electronics/Appliances,Industrials
2795,Other Specialty Stores,Consumer Discretionary
2796,Banks,Finance
2797,Banks,Finance
2798,Trusts Except Educational Religious and Charitable,Finance
2799,Investment Managers,Finance
2800,Commercial Banks,Finance
2801,Major Banks,Finance
2802,Recreational Games/Products/Toys,Consumer Discretionary
2803,Investment Managers,Finance
2804,Semiconductors,Technology
2805,Computer Software: Prepackaged Software,Technology
2806,Precious Metals,Basic Materials
2807,Consumer Electronics/Appliances,Industrials
2808,Real Estate Investment Trusts,Real Estate
2809,,
2810,Consumer Electronics/Appliances,Industrials
2811,Consumer Electronics/Appliances,Industrials
2812,Industrial Machinery/Components,Technology
2813,Metal Fabrications,Industrials
2814,,
2815,Trusts Except Educational Religious and Charitable,Finance
2816,Diversified Commercial Services,Consumer Discretionary
2817,Diversified Commercial Services,Consumer Discretionary
2818,Diversified Commercial Services,Consumer Discretionary
2819,Diversified Commercial Services,Consumer Discretionary
2820,Diversified Commercial Services,Consumer Discretionary
2821,Catalog/Specialty Distribution,Consumer Discretionary
2822,Semiconductors,Technology
2823,Other Consumer Services,Consumer Discretionary
2824,Pollution Control Equipment,Industrials
2825,Finance/Investors Services,Finance
2826,EDP Services,Technology
2827,Real Estate,Finance
2828,Investment Managers,Finance
2829,Metal Fabrications,Industrials
2830,Consumer Electronics/Appliances,Industrials
2831,Consumer Electronics/Appliances,Industrials
2832,Consumer Electronics/Appliances,Industrials
2833,Oilfield Services/Equipment,Energy
2834,Security Systems Services,Technology
2835,Electric Utilities: Central,Utilities
2836,Industrial Machinery/Components,Industrials
2837,Broadcasting,Industrials
2838,Home Furnishings,Industrials
2839,Biotechnology: Pharmaceutical Preparations,Health Care
2840,Major Banks,Finance
2841,Major Banks,Finance
2842,Movies/Entertainment,Consumer Discretionary
2843,Major Banks,Finance
2844,Investment Managers,Finance
2845,,
2846,Major Banks,Finance
2847,Pharmaceuticals and Biotechnology,Health Care
2848,Investment Bankers/Brokers/Service,Finance
2849,Motor Vehicles,Consumer Discretionary
2850,Commercial Banks,Finance
2851,Business Services,Consumer Discretionary
